totalCirculating,totalIssued,totalStaking,totalCollateral,totalEspaceTokens,create_ts,totalStorageTokens,convertedStoragePoints,usedStoragePoints,convertedStoragePoints_cfx
3760199457.950831,5422699468.054997,406195101.3097037,3269904.875,144444199.46702895,2023-09-17T21:33:57+00:00,3269904.875,701502464.0,231524480.0,685061.0
3760212153.859829,5422712163.963996,406195101.3097037,3270280.3125,144448567.00604653,2023-09-17T22:33:57+00:00,3270280.3125,701502464.0,231524288.0,685061.0
3760224819.0649166,5422724829.169084,406261101.3097037,3270656.375,144448179.44729462,2023-09-17T23:33:57+00:00,3270656.375,701502464.0,231524352.0,685061.0
3760237383.389813,5422737393.493979,406267101.3097037,3271032.875,144469174.7725059,2023-09-18T00:33:56+00:00,3271032.875,701502464.0,231524224.0,685061.0
3760249774.779552,5422749784.883719,406268101.3097037,3271400.875,144467504.53373882,2023-09-18T01:33:57+00:00,3271400.875,701502464.0,231524224.0,685061.0
3760262223.7360806,5422762233.840247,406268809.2717837,3271776.875,144470896.1712435,2023-09-18T02:33:58+00:00,3271776.875,701502464.0,231523776.0,685061.0
3760271671.401775,5422771681.505941,406268450.2425,3272153.875,144464615.13181177,2023-09-18T03:33:56+00:00,3272153.875,702041088.0,231522624.0,685587.0
3760283638.254531,5422783648.358697,406269614.6362626,3271991.75,144458606.74574092,2023-09-18T04:33:56+00:00,3271991.75,702795776.0,232080576.0,686324.0
3760295977.090386,5422795987.194552,406262614.6362626,3272351.6875,144445916.42490166,2023-09-18T05:33:56+00:00,3272351.6875,702875136.0,232102080.0,686401.5
3760308298.755554,5422808308.859721,406262614.6362626,3272728.6875,144464171.24979302,2023-09-18T06:33:55+00:00,3272728.6875,703131136.0,232102720.0,686651.5
3760320666.713209,5422820676.817376,406264614.6362626,3273110.75,144464262.61456928,2023-09-18T07:33:55+00:00,3273110.75,703131136.0,232102016.0,686651.5
3760333354.132765,5422833364.236932,406266614.6362626,3273499.3125,144441044.17671978,2023-09-18T08:33:55+00:00,3273499.3125,703131136.0,232102080.0,686651.5
3760340873.944888,5422840884.049054,406315614.6362626,3271993.0,144291825.20036635,2023-09-18T09:33:55+00:00,3271993.0,708309504.0,234047104.0,691708.5
3760353465.317263,5422853475.42143,406330614.6362626,3272369.6875,144391911.6423141,2023-09-18T10:33:55+00:00,3272369.6875,708309504.0,234047552.0,691708.5
3760365929.899144,5422865940.00331,406334614.6362626,3272797.125,144383933.95104262,2023-09-18T11:33:57+00:00,3272797.125,708309504.0,234047040.0,691708.5
3760375810.1253104,5422875820.229477,406344614.6362626,3273172.1875,144385320.1050936,2023-09-18T12:33:54+00:00,3273172.1875,708309504.0,234047744.0,691708.5
3760388361.5291295,5422888371.633296,406376614.6362626,3273338.1875,144385374.97287643,2023-09-18T13:33:54+00:00,3273338.1875,708309504.0,234047744.0,691708.5
3760400691.72083,5422900701.824996,406383614.6362626,3273376.75,144372125.2096329,2023-09-18T14:33:54+00:00,3273376.75,708309504.0,234047232.0,691708.5
3760413352.037905,5422913362.142072,406379614.6362626,3273377.375,144373750.13200584,2023-09-18T15:33:54+00:00,3273377.375,708309504.0,234046912.0,691708.5
3760425824.516999,5422925834.621165,406345515.4563616,3273377.875,144410091.46349958,2023-09-18T16:33:55+00:00,3273377.875,708309504.0,234047936.0,691708.5
3760438312.0720057,5422938322.176172,406361515.4563616,3273379.0625,144325065.3200011,2023-09-18T17:33:54+00:00,3273379.0625,708309504.0,234047680.0,691708.5
3760450788.068331,5422950798.172498,406351061.3565606,3273381.1875,144326099.69993845,2023-09-18T18:33:54+00:00,3273381.1875,708309504.0,234045376.0,691708.5
3760463396.805209,5422963406.909376,406351061.3565606,3273381.5625,144261233.2053149,2023-09-18T19:33:54+00:00,3273381.5625,708309504.0,234040896.0,691708.5
3760476278.6068535,5422976288.71102,406352061.3565606,3273382.0625,144262220.6109664,2023-09-18T20:33:55+00:00,3273382.0625,708309504.0,234041152.0,691708.5
3760486060.362956,5422986070.467123,406357095.794928,3273382.0625,144268102.83824247,2023-09-18T21:33:54+00:00,3273382.0625,708309504.0,234041536.0,691708.5
3760498584.012671,5422998594.1168375,406358095.794928,3273382.375,144269062.54331607,2023-09-18T22:33:54+00:00,3273382.375,708309504.0,234041152.0,691708.5
3760511002.14534,5423011012.249506,406361140.6449279,3273384.75,144269132.4849481,2023-09-18T23:33:54+00:00,3273384.75,708309504.0,234041600.0,691708.5
3760523656.590682,5423023666.694849,406366140.6449279,3273387.625,144290155.9024535,2023-09-19T00:33:55+00:00,3273387.625,708309504.0,234041472.0,691708.5
3760536378.8103657,5423036388.914533,406369140.6449279,3273387.9375,144282609.11235836,2023-09-19T01:33:55+00:00,3273387.9375,708319744.0,234041856.0,691718.5
3760545926.365743,5423045936.46991,406372149.5417976,3272320.75,144297249.5230243,2023-09-19T02:33:56+00:00,3272320.75,711346688.0,235137280.0,694674.5
3760558317.1453214,5423058327.249489,406573149.5417976,3272333.375,144314986.07759717,2023-09-19T03:33:56+00:00,3272333.375,711399936.0,235138112.0,694726.5
3760570733.733471,5423070743.837638,406575149.5417976,3272331.5625,144268837.65596807,2023-09-19T04:33:55+00:00,3272331.5625,711399936.0,235139840.0,694726.5
3760583286.6205406,5423083296.724708,406575149.5417976,3272335.5,144268868.45667627,2023-09-19T05:33:55+00:00,3272335.5,711399936.0,235139904.0,694726.5
3760593203.915191,5423093214.019358,406575149.5417976,3272338.625,144272247.46910134,2023-09-19T06:33:54+00:00,3272338.625,711399936.0,235140800.0,694726.5
3760605788.609822,5423105798.713988,406577149.5417976,3272341.6875,144270192.36949384,2023-09-19T07:33:54+00:00,3272341.6875,711404032.0,235140544.0,694730.5
3760618360.165949,5423118370.270115,406574149.5417976,3272349.5625,144254952.6903741,2023-09-19T08:33:55+00:00,3272349.5625,711429632.0,235141184.0,694755.5
3760630927.088585,5423130937.192752,406586149.5417976,3272355.3125,144255271.25700712,2023-09-19T09:33:55+00:00,3272355.3125,711429632.0,235140928.0,694755.5
3760643403.85149,5423143413.955657,406593149.5417976,3272366.75,144263774.73557898,2023-09-19T10:33:55+00:00,3272366.75,711429632.0,235140544.0,694755.5
3760655883.641885,5423155893.746052,406594149.5417976,3272190.0625,144271492.18799514,2023-09-19T11:33:55+00:00,3272190.0625,711685632.0,235335296.0,695005.5
3760668353.7391214,5423168363.843288,406596149.5417976,3272558.875,144270808.70263985,2023-09-19T12:33:55+00:00,3272558.875,711711232.0,235336000.0,695030.5
3760680847.212432,5423180857.316598,406057853.7637753,3273060.5,144273906.9694107,2023-09-19T13:33:55+00:00,3273060.5,711711232.0,235335744.0,695030.5
3760693284.6010537,5423193294.70522,405627853.7637753,3274093.0625,144298694.4065364,2023-09-19T14:33:55+00:00,3274093.0625,711711232.0,235335808.0,695030.5
3760703191.44055,5423203201.544717,406627603.7637753,3275112.875,144175974.10660803,2023-09-19T15:33:55+00:00,3275112.875,711711232.0,235336768.0,695030.5
3760715696.5187926,5423215706.622959,406638603.7637753,3276132.375,144211485.39606938,2023-09-19T16:33:55+00:00,3276132.375,711711232.0,235336512.0,695030.5
3760728344.3982697,5423228354.502437,406640617.229443,3277189.0,144201351.61590663,2023-09-19T17:33:55+00:00,3277189.0,711711232.0,235336960.0,695030.5
3760740890.13284,5423240900.237006,406641617.229443,3278210.4375,144096726.5126575,2023-09-19T18:33:55+00:00,3278210.4375,711711232.0,235334784.0,695030.5
3760753643.225303,5423253653.32947,406644584.4710085,3279217.5,144035032.42714322,2023-09-19T19:33:55+00:00,3279217.5,711711232.0,235334784.0,695030.5
3760766014.596101,5423266024.700267,406487584.4710085,3280249.5,144028401.18587083,2023-09-19T20:33:55+00:00,3280249.5,711711232.0,235334336.0,695030.5
3760778684.928,5423278695.032167,406487584.4710085,3281281.0625,143688599.80017546,2023-09-19T21:33:55+00:00,3281281.0625,711711232.0,235334784.0,695030.5
3760791300.4747834,5423291310.578949,406479584.4710085,3281925.0,143698145.1964208,2023-09-19T22:33:56+00:00,3281925.0,711711232.0,235336384.0,695030.5
3760803536.5771327,5423303546.681299,406482584.4710085,3281928.9375,143698455.16732422,2023-09-19T23:33:56+00:00,3281928.9375,712018432.0,235336832.0,695330.5
3760815932.576252,5423315942.680418,406483584.4710085,3281934.4375,143720391.66442275,2023-09-20T00:33:55+00:00,3281934.4375,712018432.0,235338432.0,695330.5
3760825978.732277,5423325988.836444,406486584.4710085,3281937.9375,143709987.7319084,2023-09-20T01:33:57+00:00,3281937.9375,712024064.0,235338496.0,695336.0
3760835043.625503,5423335053.72967,406487584.4710085,3279813.375,143733947.80459073,2023-09-20T02:33:56+00:00,3279813.375,715505664.0,237526528.0,698736.0
3760847522.292344,5423347532.39651,406529185.06497645,3279826.4375,143705319.78566214,2023-09-20T03:33:55+00:00,3279826.4375,715534848.0,237527936.0,698764.5
3760860019.482386,5423360029.586553,406531185.06497645,3279854.0,143708518.32919928,2023-09-20T04:33:54+00:00,3279854.0,715560448.0,237527232.0,698789.5
3760872782.868994,5423372792.973161,406533185.06497645,3279864.125,143715655.5938397,2023-09-20T05:33:54+00:00,3279864.125,715560448.0,237527808.0,698789.5
3760882544.196438,5423382554.300605,406535185.06497645,3279871.875,143716791.39010155,2023-09-20T06:33:54+00:00,3279871.875,718151168.0,237528576.0,701319.5
3760894795.196138,5423394805.300304,406536185.06497645,3279924.3125,143696503.6489137,2023-09-20T07:33:55+00:00,3279924.3125,718212608.0,237529088.0,701379.5
3760906788.8795214,5423406798.983688,406537185.06497645,3279932.0625,143677559.97642988,2023-09-20T08:33:54+00:00,3279932.0625,718827008.0,237529216.0,701979.5
3760918686.9136696,5423418697.017836,406538185.06497645,3279943.75,143682709.64244586,2023-09-20T09:33:54+00:00,3279943.75,719344128.0,237529024.0,702484.5
3760927450.619636,5423427460.723803,406540185.06497645,3279506.5625,143692322.2351597,2023-09-20T10:33:55+00:00,3279506.5625,720368128.0,237984896.0,703484.5
3760939868.430015,5423439878.534182,406542141.8344839,3279516.875,143692433.88432324,2023-09-20T11:33:55+00:00,3279516.875,720368128.0,237985472.0,703484.5
3760952119.971326,5423452130.075493,406543141.8344839,3279215.6875,143685315.29545718,2023-09-20T12:33:56+00:00,3279215.6875,720734720.0,238303232.0,703842.5
3760964550.6441407,5423464560.748307,406544141.8344839,3279227.25,143676393.636893,2023-09-20T13:33:55+00:00,3279227.25,720734720.0,238303552.0,703842.5
3760977006.552096,5423477016.656262,406546141.8344839,3279240.6875,143707902.44825262,2023-09-20T14:33:55+00:00,3279240.6875,720734720.0,238304064.0,703842.5
